ticket_id,employee_id,position_id,category,status,open_date,close_date,assigned_to,resolution_notes
TKT-000797,EMP-00064,,Policy & Benefits,Closed,2025-11-17,2025-12-06,EMP-00397,Kid writer night leader both.
TKT-000798,EMP-00320,,Payroll,Closed,2025-05-03,2025-06-02,EMP-00394,Buy behavior test Congress collection meet.
TKT-000799,EMP-00214,,Policy & Benefits,Closed,2025-08-27,2025-09-16,EMP-00392,None production defense your above short Congress.
TKT-000800,EMP-00197,,Payroll,In Progress,2025-03-13,,EMP-00396,
TKT-000801,EMP-00024,,Policy & Benefits,Closed,2025-05-05,2025-05-13,EMP-00393,East marriage behind forget expect.
TKT-000802,EMP-00052,,Policy & Benefits,Closed,2025-01-09,2025-01-14,EMP-00396,Hour opportunity week student child ball.
TKT-000803,EMP-00109,DEL-ROLE-023,Offboarding,Closed,2025-01-11,2025-01-21,EMP-00044,Law western order accept wide prevent week foot rule.
TKT-000804,EMP-00207,ENG-MGR,Onboarding,Closed,2025-11-15,2025-12-07,EMP-00397,Can tell soon executive sometimes season natural own begin effort.
TKT-000805,EMP-00229,,Policy & Benefits,Open,2025-12-19,,EMP-00398,
TKT-000806,EMP-00009,,Payroll,Closed,2025-09-28,2025-10-16,EMP-00396,Whole tend become system clear single expect.
TKT-000807,EMP-00337,DATA-SR,Offboarding,Closed,2025-02-13,2025-02-26,EMP-00398,Building make it south financial rate.
TKT-000808,EMP-00152,HR-IC2,Onboarding,Closed,2025-08-15,2025-09-10,EMP-00044,Grow benefit happen customer knowledge hold.
TKT-000809,EMP-00128,,Payroll,Closed,2025-11-20,2025-12-31,EMP-00044,None institution series specific pass its international.
TKT-000810,EMP-00193,,HR Technology,In Progress,2025-06-28,,EMP-00393,
TKT-000811,EMP-00092,,Payroll,Closed,2025-02-18,2025-03-16,EMP-00395,Message wind put positive require.
TKT-000812,EMP-00109,,HR Technology,Closed,2025-03-19,2025-07-02,EMP-00045,Money positive base life bad soon feel worker range.
TKT-000813,EMP-00264,HR-IC2,Learning & Development,Closed,2025-11-03,2025-12-31,EMP-00394,Success mission far answer baby and blue.
TKT-000814,EMP-00350,SALES-SR,Offboarding,Closed,2025-09-07,2025-09-23,EMP-00396,Including let result spend green one shoulder administration scientist.
TKT-000815,EMP-00026,,Policy & Benefits,Closed,2025-11-29,2025-12-09,EMP-00393,Conference consider hotel bar theory fear onto lawyer prove.
TKT-000816,EMP-00130,,Employee Relations,Closed,2025-01-02,2025-03-07,EMP-00397,Space game truth special decision back word else pull its adult.
TKT-000817,EMP-00286,ENG-IC2,Offboarding,Closed,2025-06-26,2025-07-04,EMP-00395,Bring commercial local reality than whole own main.
TKT-000818,EMP-00132,,HR Technology,Closed,2025-11-20,2025-12-31,EMP-00395,Spend pattern real white push source because career course staff receive.
TKT-000819,EMP-00004,SALES-IC2,Onboarding,Closed,2025-10-08,2025-10-15,EMP-00045,Teacher decide possible power job personal.
TKT-000820,EMP-00043,,Payroll,Closed,2025-02-13,2025-03-12,EMP-00393,Course feeling leg listen against coach check reflect white likely.
TKT-000821,EMP-00181,EXEC,Learning & Development,Closed,2025-07-07,2025-07-28,EMP-00396,One cut notice street anything account piece require woman.
TKT-000822,EMP-00005,,Policy & Benefits,Closed,2025-09-04,2025-08-23,EMP-00399,Say other never fact maintain main opportunity particularly question.
TKT-000823,EMP-00081,,Payroll,Closed,2025-01-30,2025-02-22,EMP-00045,Discussion art affect office network environmental possible threat bring.
TKT-000824,EMP-00360,,Payroll,Closed,2025-03-26,2025-04-01,EMP-00391,Voice get recently again explain court gas discussion detail training fund.
TKT-000825,EMP-00075,,HR Technology,Closed,2025-10-05,2025-11-11,EMP-00396,Table resource life third rich hospital indicate wait present growth.
TKT-000826,EMP-00025,,Policy & Benefits,Closed,2025-10-17,2025-10-21,EMP-00045,Son suddenly perform executive see project can current paper.
TKT-000827,EMP-00410,,HR Technology,Closed,2025-08-07,2025-10-10,EMP-00392,Soldier wall management doctor news.
TKT-000828,EMP-00343,,HR Technology,Closed,2025-10-10,2025-11-13,EMP-00393,Grow end quality company.
TKT-000829,EMP-00252,,HR Technology,Closed,2025-08-20,2025-10-22,EMP-00399,Allow as issue pay building difference election future great.
TKT-000830,EMP-00243,,Policy & Benefits,Closed,2025-07-08,2025-08-02,EMP-00391,Show news to table them.
TKT-000831,EMP-00200,,Payroll,In Progress,2025-10-30,,EMP-00392,
TKT-000832,EMP-00055,,HR Technology,In Progress,2025-05-11,,EMP-00045,
TKT-000833,EMP-00059,SALES-IC2,Learning & Development,Closed,2025-04-16,2025-06-18,EMP-00397,Prove relationship unit just lead success book black particular site.
TKT-000834,EMP-00184,,Policy & Benefits,Closed,2025-01-24,2025-02-14,EMP-00399,Statement among black picture that.
TKT-000835,EMP-00044,,Policy & Benefits,Closed,2025-01-13,2025-01-15,EMP-00045,Church factor kid media run between positive free.
TKT-000836,EMP-00300,,Payroll,Closed,2025-11-02,2025-12-09,EMP-00399,But dark wide shoulder according strong.
TKT-000837,EMP-00195,PM-IC2,Onboarding,Closed,2025-11-14,2025-12-02,EMP-00391,Game measure be head senior guess professor charge send.
TKT-000838,EMP-00304,,Policy & Benefits,Closed,2025-09-22,2025-10-01,EMP-00395,Skin case investment truth together weight might radio want.
TKT-000839,EMP-00362,,Policy & Benefits,Closed,2025-04-13,2025-04-25,EMP-00396,Certainly act south want be fire word clearly article.
TKT-000840,EMP-00003,,HR Technology,Closed,2025-01-24,2025-01-22,EMP-00398,Produce political total around place.
TKT-000841,EMP-00300,,Payroll,Closed,2025-06-24,2025-07-06,EMP-00045,Win information though red them return finish general still too.
TKT-000842,EMP-00419,MKT-MGR,Offboarding,Closed,2025-11-17,2025-12-14,EMP-00393,Turn record land day name small present recently thought sit identify.
TKT-000843,EMP-00248,CS-IC2,Learning & Development,Closed,2025-08-06,2025-09-22,EMP-00392,Thing base Mr hope rest they.
TKT-000844,EMP-00308,,HR Technology,Closed,2025-03-06,2025-04-08,EMP-00399,Yeah exist behavior necessary miss serious civil agreement someone or.
TKT-000845,EMP-00292,CS-IC1,Onboarding,In Progress,2025-11-28,,EMP-00396,
TKT-000846,EMP-00391,,Payroll,Closed,2025-06-05,2025-06-13,EMP-00397,Strategy fight institution measure rule success employee.
TKT-000847,EMP-00165,,Employee Relations,Closed,2025-10-22,2025-11-14,EMP-00396,Great answer prepare by fear say law work south.
TKT-000848,EMP-00113,,Payroll,Closed,2025-07-30,2025-08-21,EMP-00394,Not thus physical mouth other go expect size resource public.
TKT-000849,EMP-00015,,HR Technology,Closed,2025-12-18,2025-12-31,EMP-00044,Mind easy foreign old state guess better Republican.
TKT-000850,EMP-00165,DATA-IC2,Onboarding,Closed,2025-05-04,2025-05-03,EMP-00044,Bank artist thousand live land hard moment open.
TKT-000851,EMP-00411,SALES-IC2,Learning & Development,Closed,2025-08-28,2025-11-19,EMP-00397,Single the once PM you ready way rule indicate clear.
TKT-000852,EMP-00063,,Policy & Benefits,Closed,2025-06-29,2025-07-18,EMP-00044,Camera represent can relate tell brother defense list second.
TKT-000853,EMP-00070,,Employee Relations,Open,2025-05-02,,EMP-00045,
TKT-000854,EMP-00023,,Payroll,Closed,2025-03-12,2025-04-04,EMP-00399,Hard weight own impact building occur American check he yard.
TKT-000855,EMP-00018,,HR Technology,In Progress,2025-05-09,,EMP-00396,
TKT-000856,EMP-00120,DATA-MGR,Onboarding,Closed,2025-08-14,2025-08-18,EMP-00045,Family agreement central six instead view figure.
TKT-000857,EMP-00314,,Policy & Benefits,In Progress,2025-02-07,,EMP-00044,
TKT-000858,EMP-00223,DEL-ROLE-041,Onboarding,Closed,2025-09-29,2025-10-16,EMP-00044,Democratic standard major business give that individual.
TKT-000859,EMP-00005,DATA-MGR,Onboarding,Closed,2025-07-30,2025-08-05,EMP-00399,Finally laugh full help strong street car catch PM seven.
TKT-000860,EMP-00234,,Policy & Benefits,Closed,2025-10-19,2025-10-26,EMP-00398,Chance road become person perhaps hold too fund animal.
TKT-000861,EMP-00111,,HR Technology,In Progress,2025-07-10,,EMP-00392,
TKT-000862,EMP-00330,,HR Technology,Closed,2025-04-18,2025-07-13,EMP-00045,Save position tend religious occur someone religious night buy.
TKT-000863,EMP-00132,ENG-SR,Learning & Development,Closed,2025-04-03,2025-04-30,EMP-00395,Be western my serious whatever miss seek me affect probably.
TKT-000864,EMP-00401,,Policy & Benefits,In Progress,2025-10-25,,EMP-00399,
TKT-000865,EMP-00082,HR-MGR,Offboarding,Closed,2025-10-21,2025-11-03,EMP-00392,Conference affect skill early relationship thought know southern parent I.
TKT-000866,EMP-00050,ENG-SR,Learning & Development,Closed,2025-01-02,2025-01-19,EMP-00392,Man value future Congress agency.
TKT-000867,EMP-00076,,HR Technology,Closed,2025-01-13,2025-02-04,EMP-00398,Fish either boy between collection century eight bed fill imagine.
TKT-000868,EMP-00399,,HR Technology,Closed,2025-01-12,2025-01-11,EMP-00398,Arrive which consider require fear better.
TKT-000869,EMP-00172,,HR Technology,Closed,2025-12-10,2025-12-31,EMP-00396,Include food heart still building dark.
TKT-000870,EMP-00410,,Payroll,Closed,2025-05-05,2025-05-09,EMP-00396,Only manage sell his boy art let imagine machine imagine.
TKT-000871,EMP-00371,PM-IC2,Offboarding,Closed,2025-11-12,2025-11-26,EMP-00392,Trial affect never only big several prepare.
TKT-000872,EMP-00156,,HR Technology,Closed,2025-01-22,2025-04-11,EMP-00397,Fight image base player data whose.
TKT-000873,EMP-00028,,Employee Relations,Closed,2025-07-06,2025-08-28,EMP-00394,Music collection early weight which new among spend.
TKT-000874,EMP-00254,,HR Technology,Closed,2025-04-17,2025-06-08,EMP-00045,Eye will a value lot our style herself goal place one.
TKT-000875,EMP-00160,DEL-ROLE-023,Compensation,Closed,2025-09-11,2025-10-24,EMP-00396,Example claim move attorney bed recognize store rise your there.
TKT-000876,EMP-00118,MKT-IC2,Offboarding,In Progress,2025-11-11,,EMP-00399,
TKT-000877,EMP-00380,,Policy & Benefits,Closed,2025-01-08,2025-02-01,EMP-00399,Particular whatever five radio garden end.
TKT-000878,EMP-00236,,Policy & Benefits,Closed,2025-06-20,2025-06-28,EMP-00399,Event production focus decision where foreign trial card two.
TKT-000879,EMP-00090,,Policy & Benefits,Closed,2025-10-29,2025-10-27,EMP-00391,Live top pull including time reflect several Mrs skin power.
TKT-000880,EMP-00211,,HR Technology,Closed,2025-03-21,2025-05-06,EMP-00391,Much throughout staff knowledge but.
TKT-000881,EMP-00230,,Payroll,Closed,2025-05-12,2025-07-02,EMP-00394,Still group concern should recent across leg view.
TKT-000882,EMP-00095,CS-IC2,Compensation,Closed,2025-03-23,2025-04-05,EMP-00393,Act sea serve quite remember course staff personal space.
TKT-000883,EMP-00270,,HR Technology,Closed,2025-01-18,2025-03-19,EMP-00395,Doctor management guy exactly toward religious decide.
TKT-000884,EMP-00038,ENG-IC2,Onboarding,Closed,2025-06-12,2025-06-18,EMP-00398,Worker point book everyone matter color.
TKT-000885,EMP-00032,,HR Technology,Closed,2025-01-10,2025-04-11,EMP-00395,Process not radio north assume campaign.
TKT-000886,EMP-00099,,Payroll,Open,2025-06-28,,EMP-00398,
TKT-000887,EMP-00022,,Payroll,Closed,2025-10-30,2025-11-18,EMP-00397,Camera value talk thing rock.
TKT-000888,EMP-00414,FIN-IC2,Learning & Development,Closed,2025-03-03,2025-05-12,EMP-00393,Court question yeah realize mouth education nice.
TKT-000889,EMP-00156,,Payroll,Closed,2025-01-24,2025-02-12,EMP-00392,Ability interview pull practice take follow such imagine business.
TKT-000890,EMP-00063,,Payroll,Closed,2025-05-13,2025-06-01,EMP-00392,Level guess service this different everyone information large accept create.
TKT-000891,EMP-00044,,HR Technology,Closed,2025-12-16,2025-12-31,EMP-00396,They space wrong difficult ready.
TKT-000892,EMP-00357,DEL-ROLE-023,Onboarding,Closed,2025-10-01,2025-10-11,EMP-00395,True culture forget as personal.
TKT-000893,EMP-00180,,Policy & Benefits,Closed,2025-11-22,2025-12-02,EMP-00394,Lose space or phone free.
TKT-000894,EMP-00082,,Policy & Benefits,Closed,2025-08-03,2025-08-08,EMP-00045,East list when strategy start mind door.
TKT-000895,EMP-00356,CS-IC2,Learning & Development,Closed,2025-03-27,2025-05-27,EMP-00398,Simply people shake personal often.
TKT-000896,EMP-00010,,Payroll,Closed,2025-05-15,2025-06-02,EMP-00392,Window true help three really.
TKT-000897,EMP-00220,MKT-IC2,Learning & Development,Closed,2025-03-21,2025-04-05,EMP-00392,Artist sort area particularly it big.
TKT-000898,EMP-00202,,Policy & Benefits,Closed,2025-07-25,2025-07-28,EMP-00393,Nice far high benefit sell.
TKT-000899,EMP-00368,,Policy & Benefits,Closed,2025-01-28,2025-02-06,EMP-00392,Ten skin perhaps law less into per.
TKT-000900,EMP-00124,,Payroll,Closed,2025-04-16,2025-05-09,EMP-00397,Fund visit situation law foreign.
TKT-000901,EMP-00214,DATA-SR,Compensation,Closed,2025-01-19,2025-01-26,EMP-00396,Blue activity require or subject toward.
TKT-000902,EMP-00091,,Payroll,Closed,2025-10-27,2025-11-27,EMP-00044,Pm eight inside right know during.
TKT-000903,EMP-00298,,Payroll,Closed,2025-07-10,2025-07-07,EMP-00399,Art find job where senior.
TKT-000904,EMP-00172,,HR Technology,Closed,2025-12-03,2025-12-31,EMP-00395,On must certainly light owner fact wife.
TKT-000905,EMP-00071,,Payroll,Closed,2025-01-13,2025-01-26,EMP-00045,Only question arm medical strong teach instead crime customer training.
TKT-000906,EMP-00126,CS-IC2,Onboarding,Closed,2025-07-18,2025-08-05,EMP-00391,Game property reason word outside.
TKT-000907,EMP-00259,DATA-SR,Onboarding,Closed,2025-12-21,2025-12-31,EMP-00399,System not friend federal forget bit then treat.
TKT-000908,EMP-00019,,Policy & Benefits,Closed,2025-03-13,2025-03-27,EMP-00399,Detail about development discover perhaps dream same weight former.
TKT-000909,EMP-00210,DATA-SR,Learning & Development,Closed,2025-04-21,2025-05-06,EMP-00399,Day contain wrong guy available air boy fact.
TKT-000910,EMP-00187,ENG-IC2,Onboarding,Closed,2025-05-22,2025-06-19,EMP-00394,Place tree growth wish current exist.
TKT-000911,EMP-00419,,Payroll,Closed,2025-08-06,2025-08-28,EMP-00394,Those responsibility fund never condition again successful.
TKT-000912,EMP-00367,,HR Technology,Closed,2025-02-15,2025-05-05,EMP-00397,Again quality her skin book.
TKT-000913,EMP-00087,,Policy & Benefits,Closed,2025-07-12,2025-07-22,EMP-00394,Figure drive special produce wait with.
TKT-000914,EMP-00210,DATA-IC2,Onboarding,Closed,2025-07-07,2025-07-23,EMP-00398,Think there assume certain under some court her hear outside with.
TKT-000915,EMP-00357,,HR Technology,Closed,2025-01-26,2025-03-06,EMP-00045,Tv several onto take family chance easy.
TKT-000916,EMP-00063,,Policy & Benefits,Closed,2025-05-13,2025-06-02,EMP-00045,Somebody their surface why though decide bank likely professional ask meet.
TKT-000917,EMP-00051,,HR Technology,Closed,2025-09-27,2025-12-31,EMP-00393,Hear million condition Republican moment low what listen ok point.
TKT-000918,EMP-00330,,Policy & Benefits,In Progress,2025-08-16,,EMP-00398,
TKT-000919,EMP-00391,,HR Tech,Closed,2025-03-17,2025-04-13,EMP-00392,Power debate thus later doctor despite interesting help church successful.
TKT-000920,EMP-00298,DATA-IC2,Onboarding,Closed,2025-08-30,2025-09-27,EMP-00399,Nearly care base know goal once let.
TKT-000921,EMP-00319,,Employee Relations,Closed,2025-11-29,2025-12-21,EMP-00044,From later it happen marriage event agent kid enter away top.
TKT-000922,EMP-00219,CS-IC1,Onboarding,Closed,2025-10-10,2025-10-19,EMP-00394,Successful mention poor skill unit better author.
TKT-000923,EMP-00241,,Employee Relations,Closed,2025-12-17,2025-12-31,EMP-00398,National free push economic seat.
TKT-000924,EMP-00273,,HR Technology,Closed,2025-05-29,2025-06-22,EMP-00396,Course page case talk respond myself end.
TKT-000925,EMP-00041,,Payroll,Closed,2025-08-21,2025-09-11,EMP-00396,Example get you watch state serious activity.
TKT-000926,EMP-00174,,HR Technology,Closed,2025-04-27,2025-07-22,EMP-00397,Writer week tend dinner rich decide do only need light.
TKT-000927,EMP-00164,CS-IC2,Offboarding,In Progress,2025-08-01,,EMP-00044,
TKT-000928,EMP-00167,,Payroll,In Progress,2025-01-29,,EMP-00392,
TKT-000929,EMP-00257,ENG-SR,Learning & Development,Closed,2025-09-02,2025-10-05,EMP-00045,Future beat suffer investment walk individual just table air.
TKT-000930,EMP-00192,,HR Technology,Closed,2025-08-25,2025-10-18,EMP-00399,Officer campaign wall act special strong.
TKT-000931,EMP-00147,MKT-MGR,Learning & Development,Closed,2025-07-16,2025-09-02,EMP-00394,Different international sell several real federal only nothing.
TKT-000932,EMP-00212,,HR Technology,Closed,2025-10-19,2025-11-19,EMP-00391,Two child well form picture.
TKT-000933,EMP-00395,,Policy & Benefits,Closed,2025-03-05,2025-03-19,EMP-00399,Trial off hospital high we as hit little forget while.
TKT-000934,EMP-00023,DEL-ROLE-017,Onboarding,Closed,2025-03-27,2025-04-26,EMP-00399,Behavior bit need allow ready major cost.
TKT-000935,EMP-00268,,Employee Relations,Closed,2025-05-02,2025-05-08,EMP-00396,Treat history day fact modern.
TKT-000936,EMP-00304,,HR Technology,Closed,2025-01-26,2025-04-26,EMP-00394,Arm million commercial teacher improve church book movie long.
TKT-000937,EMP-00333,,Payroll,Closed,2025-08-24,2025-10-11,EMP-00044,Home tough deal that finally.
TKT-000938,EMP-00353,,HR Technology,Closed,2025-10-30,2025-12-11,EMP-00398,City offer financial data respond learn cut yard knowledge.
TKT-000939,EMP-00025,PM-SR,Offboarding,Closed,2025-08-23,2025-09-01,EMP-00393,Painting east forget notice make leg although before.
TKT-000940,EMP-00360,,Employee Relations,Closed,2025-02-11,2025-03-25,EMP-00396,Get successful society hospital statement sure indeed conference pay.
TKT-000941,EMP-00165,,Employee Relations,In Progress,2025-08-13,,EMP-00393,
TKT-000942,EMP-00147,,Payroll,In Progress,2025-06-03,,EMP-00395,
TKT-000943,EMP-00048,,Policy & Benefits,Closed,2025-10-10,2025-10-17,EMP-00045,Leader treat contain notice hour watch dream that event.
